scenario_id,title,year_guess,relative_path,size_bytes,companion_ini_found,campaign_series,notes
511,"The Vanuatu Crisis, 1996",1996,"The Vanuatu Crisis, 1996.scen",117085,True,Standalone Scenario,
512,"They Came From The Museum, 2015",2015,"They Came From The Museum, 2015.scen",212200,True,Standalone Scenario,
513,"Those Who Face Death, 2014",2014,"Those Who Face Death, 2014.scen",211243,True,Standalone Scenario,
514,"Those Who Hunt Goblins, 1973",1973,"Those Who Hunt Goblins, 1973.scen",306416,True,Standalone Scenario,
515,"Three CVs Exercises, 2017",2017,"Three CVs Exercises, 2017.scen",1069404,True,Standalone Scenario,
516,"Tighten the Straitjacket, 2027",2027,"Tighten the Straitjacket, 2027.scen",467152,True,Standalone Scenario,
517,"To Kill A Mockingbird, 1979",1979,"To Kill A Mockingbird, 1979.scen",284307,True,Standalone Scenario,
518,"To Kill The Queen, 2022 - PRC Version",2022,"To Kill The Queen, 2022 - PRC Version.scen",918951,True,Standalone Scenario,
519,"To Kill The Queen, 2022 - Western Version",2022,"To Kill The Queen, 2022 - Western Version.scen",949027,True,Standalone Scenario,
520,"To the Shores of Abu Musa, 2021",2021,"To the Shores of Abu Musa, 2021.scen",1307156,True,Standalone Scenario,
521,"Top Gun, 1986",1986,"Top Gun, 1986.scen",71642,True,Standalone Scenario,
522,"Trouble at Trevelyan, 2023",2023,"Trouble at Trevelyan, 2023.scen",50421,True,Standalone Scenario,
523,"Turkish Revenge, 2012",2012,"Turkish Revenge, 2012.scen",26969,True,Standalone Scenario,
524,"Turkish Warships Join the Fight, 1968",1968,"Turkish Warships Join the Fight, 1968.scen",236093,True,Standalone Scenario,
525,"Turkmen Bombardment, 1998",1998,"Turkmen Bombardment, 1998.scen",41550,True,Standalone Scenario,
526,"Turning the Tables, 1992 (No AC Dmg)",1992,"Turning the Tables, 1992 (No AC Dmg).scen",134787,True,Standalone Scenario,
527,"Turning the Tables, 1992",1992,"Turning the Tables, 1992.scen",134361,True,Standalone Scenario,
528,"Two Cutters in the Gulf of Mexico, 2020",2020,"Two Cutters in the Gulf of Mexico, 2020.scen",68227,True,Standalone Scenario,
529,"US Naval Air Power Debate - Baseline, 2016",2016,"US Naval Air Power Debate - Baseline, 2016.scen",259171,True,Standalone Scenario,
530,"US Naval Air Power Debate - F-35, 2016",2016,"US Naval Air Power Debate - F-35, 2016.scen",254456,True,Standalone Scenario,
531,"US Naval Air Power Debate - Super Hornet, 2016",2016,"US Naval Air Power Debate - Super Hornet, 2016.scen",288231,True,Standalone Scenario,
532,"US-UK Fellowship Exercise, 2012",2012,"US-UK Fellowship Exercise, 2012.scen",29226,True,Standalone Scenario,
533,"USS Baltimore CS1 - Typhoon Hell, 1983",1983,"USS Baltimore CS1 - Typhoon Hell, 1983.scen",211631,True,Standalone Scenario,
534,"USS Baltimore SC2 - Two Birds One Stone, 1983",1983,"USS Baltimore SC2 - Two Birds One Stone, 1983.scen",190732,True,Standalone Scenario,
535,"USS Midway vs. Cuba - The War That Never Was, 1989",1989,"USS Midway vs. Cuba - The War That Never Was, 1989.scen",266496,True,The War That Never Was Series,
536,"Ulleungdo Island, 2018",2018,"Ulleungdo Island, 2018.scen",467710,True,Standalone Scenario,
537,"Under African Skies, 2017",2017,"Under African Skies, 2017.scen",1016515,True,Standalone Scenario,
538,"Vengeance, 2021",2021,"Vengeance, 2021.scen",794097,True,Standalone Scenario,
539,"Vikrant goes to War, 1971",1971,"Vikrant goes to War, 1971.scen",423239,True,Standalone Scenario,
540,"Vivid Sentry, 2018",2018,"Vivid Sentry, 2018.scen",156480,True,Standalone Scenario,
541,"Vlakke Hoek, 1962",1962,"Vlakke Hoek, 1962.scen",46503,True,Standalone Scenario,
542,"WEC Davos Attacked by Terrorists, 2016",2016,"WEC Davos Attacked by Terrorists, 2016.scen",1046541,True,Standalone Scenario,
543,"WW3 D-Day, 1985",1985,"WW3 D-Day, 1985.scen",1555897,True,Standalone Scenario,
544,"WWIII 87 Air Campaign Denmark 10 July, 1987",1987,"WWIII 87 Air Campaign Denmark 10 July, 1987.scen",623826,True,Standalone Scenario,
545,"Waller Takes Charge, 1955",1955,"Waller Takes Charge, 1955.scen",391947,True,Standalone Scenario,
546,"War of The Thirty-Fives, 2021",2021,"War of The Thirty-Fives, 2021.scen",104218,True,Standalone Scenario,
547,"Wargasm, 1962 (No AC Dmg)",1962,"Wargasm, 1962 (No AC Dmg).scen",1913198,True,Wargasm Series,
548,"Wargasm, 1962",1962,"Wargasm, 1962.scen",1912025,True,Wargasm Series,
549,"Warthogs Over Latakia, 2013",2013,"Warthogs Over Latakia, 2013.scen",126394,True,Standalone Scenario,
550,"Water Wars, 2017",2017,"Water Wars, 2017.scen",592646,True,Standalone Scenario,
551,"White Piano, 1966",1966,"White Piano, 1966.scen",136545,True,Standalone Scenario,
552,"Yankee Team, 1966",1966,"Yankee Team, 1966.scen",1076486,True,Standalone Scenario,
553,"Yellow Sea Patrol, 1949",1949,"Yellow Sea Patrol, 1949.scen",49588,True,Standalone Scenario,
554,"Yemen Convoy, 2015",2015,"Yemen Convoy, 2015.scen",214574,True,Standalone Scenario,
555,"Northern Fury 1 - H Hour, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 1 - H Hour, 1994.scen",904588,True,Northern Fury Campaign (1. Northern Fury),
556,"Northern Fury 10 - Eisenhower moves North, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 10 - Eisenhower moves North, 1994.scen",581564,True,Northern Fury Campaign (1. Northern Fury),
557,"Northern Fury 11 - Changing of the Guard, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 11 - Changing of the Guard, 1994.scen",767229,True,Northern Fury Campaign (1. Northern Fury),
558,"Northern Fury 12 - Command at Sea, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 12 - Command at Sea, 1994.scen",121688,True,Northern Fury Campaign (1. Northern Fury),
559,"Northern Fury 13 - Cutting the Tether, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 13 - Cutting the Tether, 1994.scen",126150,True,Northern Fury Campaign (1. Northern Fury),
560,"Northern Fury 14 - Here comes the Cavalry, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 14 - Here comes the Cavalry, 1994.scen",807504,True,Northern Fury Campaign (1. Northern Fury),
561,"Northern Fury 15 - Stab in the Dark, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 15 - Stab in the Dark, 1994.scen",74767,True,Northern Fury Campaign (1. Northern Fury),
562,"Northern Fury 16 - Sub Surge, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 16 - Sub Surge, 1994.scen",271933,True,Northern Fury Campaign (1. Northern Fury),
563,"Northern Fury 17 - Poke in the Eye, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 17 - Poke in the Eye, 1994.scen",62963,True,Northern Fury Campaign (1. Northern Fury),
564,"Northern Fury 18 - Ant Eaters Revenge, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 18 - Ant Eaters Revenge, 1994.scen",739227,True,Northern Fury Campaign (1. Northern Fury),
565,"Northern Fury 19 - Decapitation, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 19 - Decapitation, 1994.scen",1013843,True,Northern Fury Campaign (1. Northern Fury),
566,"Northern Fury 2 - X-Ray Station, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 2 - X-Ray Station, 1994.scen",785054,True,Northern Fury Campaign (1. Northern Fury),
567,"Northern Fury 20 - BUFF Stampede, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 20 - BUFF Stampede, 1994.scen",669858,True,Northern Fury Campaign (1. Northern Fury),
568,"Northern Fury 21 - Sweep up, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 21 - Sweep up, 1994.scen",1525556,True,Northern Fury Campaign (1. Northern Fury),
569,"Northern Fury 22 - Vagar Vengence, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 22 - Vagar Vengence, 1994.scen",667888,True,Northern Fury Campaign (1. Northern Fury),
570,"Northern Fury 23 - Swift, Silent, and Deadly, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 23 - Swift, Silent, and Deadly, 1994.scen",1046406,True,Northern Fury Campaign (1. Northern Fury),
571,"Northern Fury 24 - Battlewagons to War!, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 24 - Battlewagons to War!, 1994.scen",1094197,True,Northern Fury Campaign (1. Northern Fury),
572,"Northern Fury 25 - Jar Heads on Ice, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 25 - Jar Heads on Ice, 1994.scen",2331050,True,Northern Fury Campaign (1. Northern Fury),
573,"Northern Fury 26 - Land of Fire & Ice!, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 26 - Land of Fire & Ice!, 1994.scen",272374,True,Northern Fury Campaign (1. Northern Fury),
574,"Northern Fury 27 - Out on a Limb, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 27 - Out on a Limb, 1994.scen",877964,True,Northern Fury Campaign (1. Northern Fury),
575,"Northern Fury 28 - Bump in the Night, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 28 - Bump in the Night, 1994.scen",283481,True,Northern Fury Campaign (1. Northern Fury),
576,"Northern Fury 29 - Somethings Fishy, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 29 - Somethings Fishy, 1994.scen",306527,True,Northern Fury Campaign (1. Northern Fury),
577,"Northern Fury 3 - Dagger to the Heart, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 3 - Dagger to the Heart, 1994.scen",555351,True,Northern Fury Campaign (1. Northern Fury),
578,"Northern Fury 30 - Lance to the Chest, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 30 - Lance to the Chest, 1994.scen",133927,True,Northern Fury Campaign (1. Northern Fury),
579,Northern Fury 31 - Shield of Faith. 1994,,Northern Fury/1. Northern Fury/Northern Fury 31 - Shield of Faith. 1994.scen,1585872,False,Northern Fury Campaign (1. Northern Fury),
580,"Northern Fury 32 - Sneak Peek, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 32 - Sneak Peek, 1994.scen",72096,False,Northern Fury Campaign (1. Northern Fury),
581,"Northern Fury 33 - Into the night!, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 33 - Into the night!, 1994.scen",162757,False,Northern Fury Campaign (1. Northern Fury),
582,"Northern Fury 34 - The Longest Battle, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 34 - The Longest Battle, 1994.scen",2799168,True,Northern Fury Campaign (1. Northern Fury),
583,"Northern Fury 35 - Shoulder to Shoulder, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 35 - Shoulder to Shoulder, 1994.scen",2729241,True,Northern Fury Campaign (1. Northern Fury),
584,"Northern Fury 36 - Wrestling an Octopus, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 36 - Wrestling an Octopus, 1994.scen",567895,True,Northern Fury Campaign (1. Northern Fury),
585,"Northern Fury 37 - Charge of the Light Brigade, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 37 - Charge of the Light Brigade, 1994.scen",1007283,True,Northern Fury Campaign (1. Northern Fury),
586,"Northern Fury 38 - Hammer, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 38 - Hammer, 1994.scen",803003,True,Northern Fury Campaign (1. Northern Fury),
587,"Northern Fury 39 - Anvil, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 39 - Anvil, 1994.scen",790588,True,Northern Fury Campaign (1. Northern Fury),
588,"Northern Fury 4 - A Cold and lonely Place, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 4 - A Cold and lonely Place, 1994.scen",219514,True,Northern Fury Campaign (1. Northern Fury),
589,"Northern Fury 40 - Tongs, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 40 - Tongs, 1994.scen",681713,True,Northern Fury Campaign (1. Northern Fury),
590,"Northern Fury 41 - Tour de Force, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 41 - Tour de Force, 1994.scen",2246665,True,Northern Fury Campaign (1. Northern Fury),
591,"Northern Fury 42 - Blast from the Past, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 42 - Blast from the Past, 1994.scen",176708,True,Northern Fury Campaign (1. Northern Fury),
592,"Northern Fury 43 - Red Devils, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 43 - Red Devils, 1994.scen",502742,True,Northern Fury Campaign (1. Northern Fury),
593,"Northern Fury 44 - Into the Bastion, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 44 - Into the Bastion, 1994.scen",69550,True,Northern Fury Campaign (1. Northern Fury),
594,"Northern Fury 45 - A Rock on the Beach, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 45 - A Rock on the Beach, 1994.scen",279738,True,Northern Fury Campaign (1. Northern Fury),
595,"Northern Fury 5 - Bardufoss Blues, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 5 - Bardufoss Blues, 1994.scen",1170156,True,Northern Fury Campaign (1. Northern Fury),
596,"Northern Fury 6 - Trondheim Express, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 6 - Trondheim Express, 1994.scen",1049091,True,Northern Fury Campaign (1. Northern Fury),
597,"Northern Fury 7 - Keflavik Capers, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 7 - Keflavik Capers, 1994.scen",792288,True,Northern Fury Campaign (1. Northern Fury),
598,"Northern Fury 8 - Plug the Gap, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 8 - Plug the Gap, 1994.scen",562028,True,Northern Fury Campaign (1. Northern Fury),
599,"Northern Fury 9 - Hold the Line, 1994",1994,"Northern Fury/1. Northern Fury/Northern Fury 9 - Hold the Line, 1994.scen",1036123,True,Northern Fury Campaign (1. Northern Fury),
600,"Baltic Fury 1 - Storm the Gates!, 1994",1994,"Northern Fury/2. Baltic Fury/Baltic Fury 1 - Storm the Gates!, 1994.scen",2486100,True,Northern Fury Sub-Series (2. Baltic Fury),
601,"Baltic Fury 2 - Borscht in Bornholm, 1994",1994,"Northern Fury/2. Baltic Fury/Baltic Fury 2 - Borscht in Bornholm, 1994.scen",2429135,True,Northern Fury Sub-Series (2. Baltic Fury),
602,"Baltic Fury 3 - Warsaw Uprising, 1994",1994,"Northern Fury/2. Baltic Fury/Baltic Fury 3 - Warsaw Uprising, 1994.scen",1746999,True,Northern Fury Sub-Series (2. Baltic Fury),
603,"Baltic Fury 4 - Ride of the Valkyries, 1994",1994,"Northern Fury/2. Baltic Fury/Baltic Fury 4 - Ride of the Valkyries, 1994.scen",1152691,True,Northern Fury Sub-Series (2. Baltic Fury),
604,"Baltic Fury 5 - Ivans March Across the Belts, 1994",1994,"Northern Fury/2. Baltic Fury/Baltic Fury 5 - Ivans March Across the Belts, 1994.scen",1846378,True,Northern Fury Sub-Series (2. Baltic Fury),
605,"Caribbean Fury 1 - Hot Tamales, 1994",1994,"Northern Fury/3. Caribbean Fury/Caribbean Fury 1 - Hot Tamales, 1994.scen",3487643,True,Northern Fury Sub-Series (3. Caribbean Fury),
606,"Caribbean Fury 2 - Retribution!, 1994",1994,"Northern Fury/3. Caribbean Fury/Caribbean Fury 2 - Retribution!, 1994.scen",1665302,True,Northern Fury Sub-Series (3. Caribbean Fury),
607,"Caribbean Fury 3 - Rumble in the Jungle, 1994",1994,"Northern Fury/3. Caribbean Fury/Caribbean Fury 3 - Rumble in the Jungle, 1994.scen",1259711,True,Northern Fury Sub-Series (3. Caribbean Fury),
608,"Caribbean Fury 4 - Show of Force, 1994",1994,"Northern Fury/3. Caribbean Fury/Caribbean Fury 4 - Show of Force, 1994.scen",453372,True,Northern Fury Sub-Series (3. Caribbean Fury),
609,"Caribbean Fury 5 - Caribbean Cruise, 1994",1994,"Northern Fury/3. Caribbean Fury/Caribbean Fury 5 - Caribbean Cruise, 1994.scen",798606,True,Northern Fury Sub-Series (3. Caribbean Fury),
610,"Indian Fury 1 - Persian Pounce, 1994",1994,"Northern Fury/4. Indian Ocean Fury/Indian Fury 1 - Persian Pounce, 1994.scen",3488030,True,Northern Fury Sub-Series (4. Indian Ocean Fury),
611,"Indian Fury 2 - Mozambique Madness, 1994",1994,"Northern Fury/4. Indian Ocean Fury/Indian Fury 2 - Mozambique Madness, 1994.scen",1296653,True,Northern Fury Sub-Series (4. Indian Ocean Fury),
612,"Indian Fury 3 - Socotra Scramble, 1994",1994,"Northern Fury/4. Indian Ocean Fury/Indian Fury 3 - Socotra Scramble, 1994.scen",1470044,True,Northern Fury Sub-Series (4. Indian Ocean Fury),
613,"Indian Fury 4 - The Gate of Tears, 1994",1994,"Northern Fury/4. Indian Ocean Fury/Indian Fury 4 - The Gate of Tears, 1994.scen",3549768,True,Northern Fury Sub-Series (4. Indian Ocean Fury),
614,"Indian Fury 5 - Hormuz Hoedown, 1994",1994,"Northern Fury/4. Indian Ocean Fury/Indian Fury 5 - Hormuz Hoedown, 1994.scen",2873141,True,Northern Fury Sub-Series (4. Indian Ocean Fury),
615,"Indian Fury 6 - Into the Breach, 1994",1994,"Northern Fury/4. Indian Ocean Fury/Indian Fury 6 - Into the Breach, 1994.scen",4845639,True,Northern Fury Sub-Series (4. Indian Ocean Fury),
616,"Indian Fury 7 - Deep Strike, 1994",1994,"Northern Fury/4. Indian Ocean Fury/Indian Fury 7 - Deep Strike, 1994.scen",1104077,True,Northern Fury Sub-Series (4. Indian Ocean Fury),
617,"Indian Fury 8 - Red Sea Rumble, 1994",1994,"Northern Fury/4. Indian Ocean Fury/Indian Fury 8 - Red Sea Rumble, 1994.scen",1779771,True,Northern Fury Sub-Series (4. Indian Ocean Fury),
618,"Mediterranean Fury 1 - The Road to Byzantium, 1994",1994,"Northern Fury/5. Mediterranean Fury/Mediterranean Fury 1 - The Road to Byzantium, 1994.scen",3885449,True,Northern Fury Sub-Series (5. Mediterranean Fury),
619,"Mediterranean Fury 2 - Syrian Surprise, 1994",1994,"Northern Fury/5. Mediterranean Fury/Mediterranean Fury 2 - Syrian Surprise, 1994.scen",4263153,True,Northern Fury Sub-Series (5. Mediterranean Fury),
620,"Mediterranean Fury 3 - Casbah Crunch, 1994",1994,"Northern Fury/5. Mediterranean Fury/Mediterranean Fury 3 - Casbah Crunch, 1994.scen",2777789,True,Northern Fury Sub-Series (5. Mediterranean Fury),
621,"Mediterranean Fury 4 - Secure the Flank, 1994",1994,"Northern Fury/5. Mediterranean Fury/Mediterranean Fury 4 - Secure the Flank, 1994.scen",6519980,True,Northern Fury Sub-Series (5. Mediterranean Fury),
622,"Mediterranean Fury 5 - Serbia Right!, 1994",1994,"Northern Fury/5. Mediterranean Fury/Mediterranean Fury 5 - Serbia Right!, 1994.scen",6316872,True,Northern Fury Sub-Series (5. Mediterranean Fury),
623,"Mediterranean Fury 6 - Hammer to Fall, 1994",1994,"Northern Fury/5. Mediterranean Fury/Mediterranean Fury 6 - Hammer to Fall, 1994.scen",2615546,True,Northern Fury Sub-Series (5. Mediterranean Fury),
624,"Mediterranean Fury 7 - Under Pressure, 1994",1994,"Northern Fury/5. Mediterranean Fury/Mediterranean Fury 7 - Under Pressure, 1994.scen",2686288,True,Northern Fury Sub-Series (5. Mediterranean Fury),
625,"Pacific Fury 1 - Bolt from the Blue, 1994",1994,"Northern Fury/6. Pacific Fury/Pacific Fury 1 - Bolt from the Blue, 1994.scen",1274982,True,Northern Fury Sub-Series (6. Pacific Fury),
626,"Pacific Fury 2 - Bombeska on Hokkaido, 1994",1994,"Northern Fury/6. Pacific Fury/Pacific Fury 2 - Bombeska on Hokkaido, 1994.scen",955852,True,Northern Fury Sub-Series (6. Pacific Fury),
627,"Pacific Fury 3 - Caught Flat Footed, 1994",1994,"Northern Fury/6. Pacific Fury/Pacific Fury 3 - Caught Flat Footed, 1994.scen",808657,True,Northern Fury Sub-Series (6. Pacific Fury),
628,"Pacific Fury 4 - I Come from a Land Down Under, 1994",1994,"Northern Fury/6. Pacific Fury/Pacific Fury 4 - I Come from a Land Down Under, 1994.scen",3332923,True,Northern Fury Sub-Series (6. Pacific Fury),
629,"Pacific Fury 5 - Shemya Shakedown, 1994",1994,"Northern Fury/6. Pacific Fury/Pacific Fury 5 - Shemya Shakedown, 1994.scen",168649,True,Northern Fury Sub-Series (6. Pacific Fury),
630,"Pacific Fury 6 - Priorities, 1994",1994,"Northern Fury/6. Pacific Fury/Pacific Fury 6 - Priorities, 1994.scen",2194622,True,Northern Fury Sub-Series (6. Pacific Fury),
